CODIGO_RUC,nombre_empresa_1a,n_obras_asociadas_1a,n_registros_1a,es_consorcio,flag_sancionadas_tce,flag_inhabilitadas_pj,flag_sancionadas_rnp,flag_inhabilitadas_rnp,flag_impedidas_rnp,nombre_empresa_2a,capacidad_maxima_contratacion,capacidad_libre_contratacion,estado_empresa,condicion_empresa,numero_sanciones_tce,numero_sanciones_rnp,flag_fecha_constitucion_alerta,flag_ley_selva_alerta,flag_accionistas_alerta,n_obras_representante,n_representantes_legales,representante_legal_principal,NOMBRE_EMPRESA,risk_score_proxy,y_riesgo_empresa_4niveles,n_vinculos_total,n_contrapartes_unicas,n_veces_ganador,n_veces_participante,ratio_ganador,ratio_participante,n_registros_hora_oferta,n_horas_oferta_distintas,hora_oferta_moda
10409177579,RIBBECK CHUNGA JIMMY ROBERTH,1,1,0,0,0,0,0,0,RIBBECK CHUNGA JIMMY ROBERTH,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,RIBBECK CHUNGA JIMMY ROBERTH,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10409229331,CONSORCIO LA PLOMADA,1,1,1,0,0,0,0,0,CONSORCIO LA PLOMADA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,DAVILA AMASIFUEN JACK RANDY,CONSORCIO LA PLOMADA,0,0,4,2,2,2,0.5,0.5,0.0,0.0,
10410084827,SALINAS RETO PATRICIA INES,2,2,0,0,0,0,0,0,SALINAS RETO PATRICIA INES,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,SALINAS RETO PATRICIA INES,0,0,5,2,3,2,0.6,0.4,0.0,0.0,
10413692682,CONSULTORES ASOCIADOS DEL ORIENTE,2,2,1,0,0,0,0,0,LAM CONSULTORES,,0.0,ACTIVO,HABIDO,0,0,0,1,0,,,,CONSULTORES ASOCIADOS DEL ORIENTE,1,1,21,10,13,8,0.6190476190476191,0.38095238095238093,0.0,0.0,
10416076702,DIOSES GARRIDO EDWIM FRANCISCO(*),1,1,1,0,0,0,0,0,DIOSES GARRIDO EDWIM FRANCISCO(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,DIOSES GARRIDO EDWIM FRANCISCO(*),0,0,6,4,4,2,0.6666666666666666,0.3333333333333333,0.0,0.0,
10416449177,MENDOZA VIDAL CESAR AUGUSTO,3,3,0,0,0,0,0,0,MENDOZA VIDAL CESAR AUGUSTO,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,MENDOZA VIDAL CESAR AUGUSTO,0,0,38,31,33,5,0.868421052631579,0.13157894736842105,0.0,0.0,
10417310245,CONSORCIO SUPERVISOR DEL SUR,1,1,1,0,0,0,0,0,CONSORCIO SUPERVISOR DEL SUR,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,4.0,PACCHA RUFASTO JOSE ROBERTO,CONSORCIO SUPERVISOR DEL SUR,0,0,11,8,4,7,0.36363636363636365,0.6363636363636364,0.0,0.0,
10421455304,PINEDA MENESES SAMUEL MOISES,1,1,0,0,0,0,0,0,PINEDA MENESES SAMUEL MOISES,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,PINEDA MENESES SAMUEL MOISES,0,0,13,10,6,7,0.46153846153846156,0.5384615384615384,0.0,0.0,
10422448018,CONSORCIO VIAL DEL NORTE,1,1,1,0,0,0,0,0,CONSORCIO VIAL DEL NORTE,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,CHOLAN LLAJARUNA NELSON FREDDY,CONSORCIO VIAL DEL NORTE,0,0,4,2,2,2,0.5,0.5,0.0,0.0,
10423112099,CONSORCIO BETHEL,1,1,1,0,1,0,0,0,CONSORCIO BETHEL,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,FUSTAMANTE BENAVIDEZ CESAR ELADIO,CONSORCIO BETHEL,3,2,15,11,6,9,0.4,0.6,0.0,0.0,
10427430320,CONDOR CARHUAMACA JESUS ALEJANDRO(*),1,1,1,0,0,0,0,0,CONDOR CARHUAMACA JESUS ALEJANDRO(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONDOR CARHUAMACA JESUS ALEJANDRO(*),0,0,4,2,2,2,0.5,0.5,0.0,0.0,
10431681931,SAAVEDRA HOLGUIN FRANCISCO JAVIER(*),2,2,1,0,0,0,0,0,SAAVEDRA HOLGUIN FRANCISCO JAVIER(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,SAAVEDRA HOLGUIN FRANCISCO JAVIER(*),0,0,12,6,8,4,0.6666666666666666,0.3333333333333333,0.0,0.0,
10433574309,CONSORCIO Z2B,1,1,1,0,0,0,0,0,CONSORCIO Z2B,1220540.82,1220540.82,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO Z2B,0,0,5,3,3,2,0.6,0.4,0.0,0.0,
10434381288,SUPERVISOR SAYTOCOHA,1,1,1,0,0,0,0,0,SUPERVISOR SAYTOCOHA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,SUPERVISOR SAYTOCOHA,0,0,7,4,4,3,0.5714285714285714,0.42857142857142855,1.0,1.0,9:00
10434632329,GAMARRA TUCO PAULO CESAR,1,1,0,0,0,0,0,0,GAMARRA TUCO PAULO CESAR,3784946.74,3784946.74,ACTIVO,HABIDO,0,0,0,0,0,,,,GAMARRA TUCO PAULO CESAR,0,0,6,5,5,1,0.8333333333333334,0.16666666666666666,0.0,0.0,
10444248535,CONSORCIO SUPERVISOR PUENTE AÑASHUAYCO,3,3,1,0,0,0,0,0,CONSORCIO SUPERVISOR PUENTE PACCHA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,3.0,2.0,BECERRA GUEVARA RICARDO LENIN,CONSORCIO SUPERVISOR PUENTE AÑASHUAYCO,0,0,45,26,28,17,0.6222222222222222,0.37777777777777777,0.0,0.0,
10446381330,MENDOZA TERRONES ALEX VLADIMIR(*),1,1,1,0,0,0,0,0,MENDOZA TERRONES ALEX VLADIMIR(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,MENDOZA TERRONES ALEX VLADIMIR(*),0,0,10,6,6,4,0.6,0.4,0.0,0.0,
10448235039,RIVERA FERNANDEZ EDSON(*),1,1,1,0,0,0,0,0,RIVERA FERNANDEZ EDSON(*),500000.0,500000.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,2.0,SANTA CRUZ DIAZ YNGRID YURIDIA,RIVERA FERNANDEZ EDSON(*),0,0,18,12,6,12,0.3333333333333333,0.6666666666666666,0.0,0.0,
10453522542,POMA PUMACANCHARI JUAN IRWIN(*),2,2,1,0,0,0,0,0,POMA PUMACANCHARI JUAN IRWIN(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,POMA PUMACANCHARI JUAN IRWIN(*),0,0,24,18,17,7,0.7083333333333334,0.2916666666666667,0.0,0.0,
10454278033,CONSORCIO KUNTUR,1,1,1,0,0,0,0,0,CONSORCIO KUNTUR,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO KUNTUR,0,0,18,11,6,12,0.3333333333333333,0.6666666666666666,0.0,0.0,
10700275260,CHAVARRIA COTRINA JOEL EFRAIN,1,1,0,0,0,0,0,0,CHAVARRIA COTRINA JOEL EFRAIN,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CHAVARRIA COTRINA JOEL EFRAIN,0,0,2,1,1,1,0.5,0.5,0.0,0.0,
10806675895,CONSORCIO SUPERVISOR DEL SUR,1,1,1,0,0,0,0,0,CONSORCIO SUPERVISOR DEL SUR,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,4.0,PACCHA HUAMANI PABLO ROBERTO,CONSORCIO SUPERVISOR DEL SUR,0,0,14,10,4,10,0.2857142857142857,0.7142857142857143,0.0,0.0,
20100153671,LAGESA INGENIEROS CONSULTORES S.A.,1,1,0,0,0,0,1,0,LAGESA INGENIEROS CONSULTORES S.A.,,0.0,ACTIVO,HABIDO,0,0,0,1,0,1.0,20.0,HIJAR DIAZ MARTHA MATILDE,LAGESA INGENIEROS CONSULTORES S.A.,4,2,37,27,26,11,0.7027027027027027,0.2972972972972973,0.0,0.0,
20100205816,CONSULTORA E INMOBILIARIA VOLCAN S A,1,1,0,0,0,0,0,0,CONSULTORA E INMOBILIARIA VOLCAN S A,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,RIVERA CHICATA JOSE LUIS,CONSULTORA E INMOBILIARIA VOLCAN S A,0,0,6,5,1,5,0.16666666666666666,0.8333333333333334,1.0,1.0,8:30
20100209137,OSCAR MANUEL DELGADO PUENTE DE LA VEGA S .C.R.L.(*),1,1,1,0,0,0,0,0,OSCAR MANUEL DELGADO PUENTE DE LA VEGA S .C.R.L.(*),113220245.2,113220245.2,ACTIVO,HABIDO,0,0,0,0,0,1.0,6.0,DELGADO CORRALES MANUEL,OSCAR MANUEL DELGADO PUENTE DE LA VEGA S .C.R.L.(*),0,0,6,4,4,2,0.6666666666666666,0.3333333333333333,0.0,0.0,
20100318696,HV CONTRATISTAS S.A.(*),2,2,1,0,0,0,1,0,HV CONTRATISTAS S.A.(*),526114164.0,-1894402107.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,21.0,ZAVALA FLOREZ ESTRADA MARIA PIA,HV CONTRATISTAS S.A.(*),3,2,12,4,6,6,0.5,0.5,0.0,0.0,
20100333571,Consorcio Hospitalario Perú Centro,1,1,1,0,0,0,1,0,Consorcio Hospitalario Perú Centro,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,5.0,ECHANDIA MORENO DANITZA ZULEMA,Consorcio Hospitalario Perú Centro,3,2,10,6,4,6,0.4,0.6,0.0,0.0,
20100356270,GMI S A INGENIEROS CONSULTORES,2,2,0,0,0,0,0,0,GMI S A INGENIEROS CONSULTORES,,0.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,25.0,HIGA AZAMA CLAUDIA PATRICIA,GMI S A INGENIEROS CONSULTORES,0,0,41,30,24,17,0.5853658536585366,0.4146341463414634,0.0,0.0,
20100878489,CORPORACION PERUANA DE INGENIERIA SOCIEDAD ANONIMA - CORPEI S.A.,3,3,1,0,0,0,1,0,CORPORACION PERUANA DE INGENIERIA SOCIEDAD ANONIMA - CORPEI S.A.(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,3.0,5.0,GARAYAR JURADO LUIS ORLANDO,CORPORACION PERUANA DE INGENIERIA SOCIEDAD ANONIMA - CORPEI S.A.,3,2,51,34,29,22,0.5686274509803921,0.43137254901960786,0.0,0.0,
20100913225,JNR CONSULTORES SOCIEDAD ANONIMA,1,1,0,0,0,0,1,0,JNR CONSULTORES SOCIEDAD ANONIMA,,0.0,ACTIVO,HABIDO,0,0,0,0,1,1.0,3.0,NORIEGA ROMERO ROXANA GUADALUPE,JNR CONSULTORES SOCIEDAD ANONIMA,4,2,15,13,13,2,0.8666666666666667,0.13333333333333333,1.0,1.0,10:00
20101029442,CONSORCIO BIOMEDICO VIDENA,1,1,1,0,1,0,1,0,CONSORCIO BIOMEDICO VIDENA,1739623883.0,1739623883.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,9.0,WOLL PLENGE STEPHAN,CONSORCIO BIOMEDICO VIDENA,3,2,13,10,2,11,0.15384615384615385,0.8461538461538461,0.0,0.0,
20101064191,CESEL S A,2,2,0,0,0,0,0,0,CESEL S A,,0.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,18.0,ABUGATTAS ABUID JESUS GATTAS,CESEL S A,0,0,26,21,11,15,0.4230769230769231,0.5769230769230769,0.0,0.0,
20101086322,CONSORCIO SUPERVISOR HUALLABAMBA,1,1,1,0,0,0,0,0,CONSORCIO SUPERVISOR HUALLABAMBA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,4.0,GUERRA CASTILLO EDUARDO MANUEL,CONSORCIO SUPERVISOR HUALLABAMBA,0,0,7,5,5,2,0.7142857142857143,0.2857142857142857,0.0,0.0,
20101102549,OFICINA DE INGENIERIA Y SERVICIOS TECNICOS S.A.(*),1,1,1,0,0,0,1,0,OFICINA DE INGENIERIA Y SERVICIOS TECNICOS S.A.(*),,0.0,ACTIVO,HABIDO,0,0,0,0,1,1.0,9.0,CHAVEZ ABAD DANILO EDUARDO,OFICINA DE INGENIERIA Y SERVICIOS TECNICOS S.A.(*),4,2,11,8,5,6,0.45454545454545453,0.5454545454545454,1.0,1.0,15:00
20101345018,HOB CONSULTORES S.A.,6,6,1,0,0,0,0,0,HOB CONSULTORES S.A.(*),,0.0,ACTIVO,HABIDO,0,0,0,1,0,6.0,5.0,GONZALEZ ROLDAN FRANCISCO JAVIER,HOB CONSULTORES S.A.,1,1,129,53,87,42,0.6744186046511628,0.32558139534883723,0.0,0.0,
20101884407,CONSORCIO EL EDEN,1,1,1,0,1,0,1,1,CONSORCIO EL EDEN,,0.0,ACTIVO,NO HALLADO,0,0,0,0,0,1.0,14.0,REYNA PEÑA MARIA TERESA,CONSORCIO EL EDEN,3,2,7,5,2,5,0.2857142857142857,0.7142857142857143,0.0,0.0,
20104191232,CONSULTORES DEL ORIENTE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA(*),3,3,1,0,0,0,1,0,CONSULTORES DEL ORIENTE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,3.0,11.0,CABRERA GONZALES MILUSKA,CONSULTORES DEL ORIENTE SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA(*),3,2,44,27,33,11,0.75,0.25,0.0,0.0,
20106987581,ASESORES TECNICOS ASOCIADOS S.A.(*),3,3,1,0,0,0,1,0,CONSORCIO SELVA INGENIERÍA ,,0.0,ACTIVO,HABIDO,0,0,0,1,0,3.0,13.0,RODAS VARAS ELSA EDITH,ASESORES TECNICOS ASOCIADOS S.A.(*),4,2,31,13,13,18,0.41935483870967744,0.5806451612903226,0.0,0.0,
20107007441,ALPHA CONSULT S.A.(*),1,2,1,1,1,1,1,0,ALPHA CONSULT S.A.(*),,0.0,ACTIVO,HABIDO,2,1,0,0,0,1.0,5.0,PEÑARANDA CASTAÑEDA ROMULO JORGE,ALPHA CONSULT S.A.(*),5,3,16,13,5,11,0.3125,0.6875,0.0,0.0,
20108432510,CONSORCIO FOTOVOLTAICO DATEM DEL MARAÑON ASOCIADOS,1,1,1,0,0,0,0,0,CONSORCIO FOTOVOLTAICO DATEM DEL MARAÑON ASOCIADOS,,0.0,ACTIVO,HABIDO,0,0,0,1,0,1.0,6.0,PRIETO CAMERO GONZALO,CONSORCIO FOTOVOLTAICO DATEM DEL MARAÑON ASOCIADOS,1,1,15,12,12,3,0.8,0.2,0.0,0.0,
20108576431,CONSORCIO VIAL JUNIN,3,3,1,0,0,1,1,0,CONSORCIO VIAS DE AYACUCHO,,0.0,ACTIVO,HABIDO,0,1,0,0,0,3.0,11.0,SANCHEZ MACHADO ALFREDO SEGUNDO,CONSORCIO VIAL JUNIN,5,3,57,39,33,24,0.5789473684210527,0.42105263157894735,0.0,0.0,
20108736659,CONSORCIO VIAL WARI,1,1,1,1,1,1,1,1,CONSORCIO VIAL WARI,451518029.8,451518029.8,ACTIVO,HABIDO,1,1,0,0,0,1.0,2.0,THORSEN CUADRA CHRISTIAN ANDRES,CONSORCIO VIAL WARI,5,3,25,23,21,4,0.84,0.16,0.0,0.0,
20110614609,Consorcio San Miguel; integrado por: 2H Ingeniería y Construcción SAC; China Machinery Engineering Corporation y Sigma S.A. Contratistas Generales,1,1,1,0,1,0,1,0,Consorcio San Miguel; integrado por: 2H Ingeniería y Construcción SAC; China Machinery Engineering Corporation y Sigma S.A. Contratistas Generales,500340036.8,-668795404.2,ACTIVO,HABIDO,0,0,0,0,0,1.0,5.0,SANCHEZ CUYA ELVIS ROLAND,Consorcio San Miguel; integrado por: 2H Ingeniería y Construcción SAC; China Machinery Engineering Corporation y Sigma S.A. Contratistas Generales,3,2,14,11,8,6,0.5714285714285714,0.42857142857142855,0.0,0.0,
20117264883,CONSORCIO HOSPITALARIO TALARA,2,2,1,0,0,0,1,0,KUKOVA INGENIEROS S.A.C.(*),,0.0,ACTIVO,HABIDO,0,0,0,1,0,2.0,13.0,RODAS VARAS ELSA EDITH,CONSORCIO HOSPITALARIO TALARA,4,2,31,18,9,22,0.2903225806451613,0.7096774193548387,0.0,0.0,
20134100622,HURTADO-HERMOZA INGENIEROS CONSULTORES S.A. - H & H INGENIEROS CONSULTORES S.A.(*),1,1,1,0,0,0,1,0,HURTADO-HERMOZA INGENIEROS CONSULTORES S.A. - H & H INGENIEROS CONSULTORES S.A.(*),,0.0,ACTIVO,HABIDO,0,0,0,1,0,1.0,2.0,HURTADO ZAMORA AMADOR,HURTADO-HERMOZA INGENIEROS CONSULTORES S.A. - H & H INGENIEROS CONSULTORES S.A.(*),4,2,6,4,4,2,0.6666666666666666,0.3333333333333333,0.0,0.0,
20136833368,GEOCONSULT S.A. CONSULTORES GENERALES(*),2,2,1,0,1,0,0,0,GEOCONSULT S.A. CONSULTORES GENERALES(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,4.0,RIOS BERRIOS RICARDO ENRIQUE,GEOCONSULT S.A. CONSULTORES GENERALES(*),3,2,33,19,21,12,0.6363636363636364,0.36363636363636365,0.0,0.0,
20137109612,CONSORCIO VIAL TUMBES,3,3,1,0,1,0,1,0,VERA & MORENO S.A. CONSULTORES DE INGENIERIA(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,3.0,8.0,VERA BARANDIARAN LUIS,CONSORCIO VIAL TUMBES,3,2,61,35,23,38,0.3770491803278688,0.6229508196721312,0.0,0.0,
20138008801,CONSORCIO RENACER,1,1,1,0,0,0,0,0,CONSORCIO RENACER,26336240.87,26336240.87,ACTIVO,HABIDO,0,0,0,0,0,1.0,2.0,TANTAPOMA CELESTINO CARLOS ENRIQUE,CONSORCIO RENACER,0,0,9,7,7,2,0.7777777777777778,0.2222222222222222,0.0,0.0,
20138180531,ASESORES INGENIEROS PROYECTISTAS S.A(*),1,1,1,0,0,0,1,0,ASESORES INGENIEROS PROYECTISTAS S.A(*),500000.0,500000.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,2.0,ARENAS FLORES ELVIS RAUL,ASESORES INGENIEROS PROYECTISTAS S.A(*),3,2,14,12,9,5,0.6428571428571429,0.35714285714285715,0.0,0.0,
20139424710,AGUA ENERGIA Y MINERIA INGENIEROS CONSULTORES S.A.,2,2,0,0,0,0,1,0,AGUA ENERGIA Y MINERIA INGENIEROS CONSULTORES S.A.,,0.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,2.0,FERRADAS LUNA PABLO MANUEL,AGUA ENERGIA Y MINERIA INGENIEROS CONSULTORES S.A.,3,2,12,9,10,2,0.8333333333333334,0.16666666666666666,0.0,0.0,
20155236389,HC & ASOCIADOS S.R.L.(*),2,2,1,0,1,0,1,0,HC & ASOCIADOS S.R.L.(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,4.0,CAMPUZANO ESPINOZA HUGO ANTONIO,HC & ASOCIADOS S.R.L.(*),3,2,13,9,10,3,0.7692307692307693,0.23076923076923078,0.0,0.0,
20195592200,CORBAZ SRLTDA(*),2,2,1,0,0,0,0,0,CORBAZ SRLTDA(*),113961305.0,100511305.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,7.0,BAZAN GOMERO ROGER,CORBAZ SRLTDA(*),0,0,16,9,10,6,0.625,0.375,0.0,0.0,
20221259581,TECNOMIN DATA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,2,2,0,0,0,0,0,0,TECNOMIN DATA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,121915135.6,121915135.6,ACTIVO,HABIDO,0,0,0,0,0,2.0,1.0,ESPINOZA SOTO VICTOR RAUL,TECNOMIN DATA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,0,0,18,12,16,2,0.8888888888888888,0.1111111111111111,0.0,0.0,
20254813720,CHAVIN DE HUANTAR E.I.R.L(*),1,1,1,0,1,0,0,0,CHAVIN DE HUANTAR E.I.R.L(*),672189548.3,444155082.6,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,TRUJILLO LUNA EMILIANO ISAAC,CHAVIN DE HUANTAR E.I.R.L(*),3,2,12,9,2,10,0.16666666666666666,0.8333333333333334,0.0,0.0,
20262241441,ACRUTA & TAPIA INGENIEROS S.A.C.,4,4,1,0,1,0,1,0,Consorcio Supervisor Nueva Rinconada; integrado: Acruta & Tapia Ingenieros SAC y Kunhwa Engineering & Consulting Co. Ltd Sucursal Perú,,0.0,ACTIVO,HABIDO,0,0,0,0,0,4.0,8.0,TAPIA JULCA ELIAS TEODORO,ACRUTA & TAPIA INGENIEROS S.A.C.,3,2,81,51,54,27,0.6666666666666666,0.3333333333333333,1.0,1.0,10:00
20263373058,INSTITUTO DE CONSULTORIA S.A.(*),4,4,1,0,0,0,1,0,INSTITUTO DE CONSULTORIA S.A.(*),,0.0,ACTIVO,HABIDO,0,0,0,0,0,4.0,7.0,ECHANDIA MORENO DANITZA ZULEMA,INSTITUTO DE CONSULTORIA S.A.(*),3,2,55,23,30,25,0.5454545454545454,0.45454545454545453,0.0,0.0,
20278699391,CONSORCIO VIAL CUSCO,1,1,1,0,0,0,0,0,CONSORCIO VIAL CUSCO,,0.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CONSORCIO VIAL CUSCO,0,0,8,6,3,5,0.375,0.625,0.0,0.0,
20296637697,BIDDLE INC S.A.C.(*),1,1,1,0,0,0,0,0,BIDDLE INC S.A.C.(*),633414336.2,633414336.2,ACTIVO,HABIDO,0,0,0,0,0,1.0,3.0,KOROLIJA LEON ALEKSANDAR,BIDDLE INC S.A.C.(*),0,0,5,3,2,3,0.4,0.6,1.0,1.0,10:00
20300690999,CONSORCIO CONSULTING,5,5,1,0,1,0,1,0,CONSTRUCTORA CABO VERDE S.A. COVERSA(*),176647329.3,176647329.3,ACTIVO,HABIDO,0,0,0,0,0,5.0,16.0,GUILLEN SALAS ROSENDO VALERIANO,CONSORCIO CONSULTING,3,2,83,46,51,32,0.6144578313253012,0.3855421686746988,0.0,0.0,
20302083666,INSPECTRA S.A.,1,1,0,0,0,0,0,1,INSPECTRA S.A.,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,5.0,NEGLIA MONTES MARIANA GERALDINE,INSPECTRA S.A.,3,2,2,1,1,1,0.5,0.5,0.0,0.0,
20311227913,CEYCA SERVICIOS GENERALES Y CONSTRUCCION SAC(*),2,2,1,0,1,0,0,0,CEYCA SERVICIOS GENERALES Y CONSTRUCCION SAC(*),116664280.0,116664280.0,ACTIVO,HABIDO,0,0,0,0,0,2.0,5.0,CAMPOS SALDAÑA NESTOR EDUARDO,CEYCA SERVICIOS GENERALES Y CONSTRUCCION SAC(*),3,2,6,2,3,3,0.5,0.5,0.0,0.0,
20341472564,CONSORCIO SUPERVISOR SANEAMIENTO SULLANA,1,1,1,0,0,1,1,0,CONSORCIO SUPERVISOR SANEAMIENTO SULLANA,,0.0,ACTIVO,HABIDO,0,1,0,0,0,1.0,5.0,LIRA TALLEDO JOHN ROBERT,CONSORCIO SUPERVISOR SANEAMIENTO SULLANA,5,3,22,19,12,10,0.5454545454545454,0.45454545454545453,0.0,0.0,
20347029697,CHINA INTERNATIONAL WATER & ELECTRIC COR P.(PERU),1,1,0,0,0,0,0,0,CHINA INTERNATIONAL WATER & ELECTRIC COR P.(PERU),7095687000.0,6790758489.0,ACTIVO,HABIDO,0,0,0,0,0,,,,CHINA INTERNATIONAL WATER & ELECTRIC COR P.(PERU),0,0,5,4,1,4,0.2,0.8,0.0,0.0,
20352429709,CONSORCIO MULTIPROYECTOS,1,1,1,0,0,0,1,0,CONSORCIO MULTIPROYECTOS,82070622.42,82070622.42,ACTIVO,HABIDO,0,0,0,0,0,1.0,4.0,CONCHA LAZO PATRICIA EUGENIA,CONSORCIO MULTIPROYECTOS,3,2,6,4,4,2,0.6666666666666666,0.3333333333333333,0.0,0.0,
20357499691,PRONTE INGENIEROS SOCIEDAD ANONIMA CERRADA - PRONTE S.A.C.,1,1,0,0,0,0,1,1,PRONTE INGENIEROS SOCIEDAD ANONIMA CERRADA - PRONTE S.A.C.,836968078.5,836968078.5,ACTIVO,HABIDO,0,0,0,0,0,1.0,6.0,ARROYO KLEIN CESAR ALFONSO,PRONTE INGENIEROS SOCIEDAD ANONIMA CERRADA - PRONTE S.A.C.,3,2,4,3,1,3,0.25,0.75,0.0,0.0,
20362443998,CONSORCIO CIRCUNVALACION,1,1,1,0,0,0,0,0,CONSORCIO CIRCUNVALACION,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,1.0,VIDAL PALOMINO MARITZA MARCELA,CONSORCIO CIRCUNVALACION,0,0,8,5,5,3,0.625,0.375,0.0,0.0,
20363610936,CONSORCIO FOTOVOLTAICO DATEM DEL MARAÑON ASOCIADOS,1,1,1,0,1,0,1,0,CONSORCIO FOTOVOLTAICO DATEM DEL MARAÑON ASOCIADOS,146843962.9,53904092.71,ACTIVO,HABIDO,0,0,0,1,0,1.0,6.0,MONTES PEREZ CARLOS SEGUNDO,CONSORCIO FOTOVOLTAICO DATEM DEL MARAÑON ASOCIADOS,4,2,15,12,12,3,0.8,0.2,0.0,0.0,
20381882919,EDIFICACIONES MONTJOY O.CONTRATISTAS GENERALES SOCIEDAD ANONIMA - EDIMOCG S.A.(*),2,2,1,0,0,0,1,0,EDIFICACIONES MONTJOY O.CONTRATISTAS GENERALES SOCIEDAD ANONIMA - EDIMOCG S.A.(*),8508541.54,8508541.54,ACTIVO,HABIDO,0,0,0,0,0,2.0,29.0,MONTJOY OBLITAS EDGAR JOSE,EDIFICACIONES MONTJOY O.CONTRATISTAS GENERALES SOCIEDAD ANONIMA - EDIMOCG S.A.(*),3,2,113,64,79,34,0.6991150442477876,0.3008849557522124,0.0,0.0,
20390756012,SERVICIOS TECNICOS DE INGENIERIA DE CONSULTA-INTGR SUCURSAL DE INTEGRAL S.A.-COLOMBIA,1,1,0,0,0,0,1,0,SERVICIOS TECNICOS DE INGENIERIA DE CONSULTA-INTGR SUCURSAL DE INTEGRAL S.A.-COLOMBIA,,0.0,ACTIVO,HABIDO,0,0,0,0,0,1.0,3.0,ROMERO YNFANZON PATRICIA,SERVICIOS TECNICOS DE INGENIERIA DE CONSULTA-INTGR SUCURSAL DE INTEGRAL S.A.-COLOMBIA,3,2,11,10,8,3,0.7272727272727273,0.2727272727272727,0.0,0.0,
20392462105,KAZUKI CONSULTORIA Y CONSTRUCCION S.A.C(*),1,1,1,0,0,0,1,0,KAZUKI CONSULTORIA Y CONSTRUCCION S.A.C(*),,0.0,ACTIVO,HABIDO,0,0,0,0,1,1.0,2.0,JARA MENDOZA TEOFILA EUSEBIA,KAZUKI CONSULTORIA Y CONSTRUCCION S.A.C(*),4,2,19,16,5,14,0.2631578947368421,0.7368421052631579,0.0,0.0,
20393292637,CMP CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA - CMP CONTRATISTAS GENERALES S.A.C.(*),1,1,1,0,1,0,0,0,CMP CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA - CMP CONTRATISTAS GENERALES S.A.C.(*),92715060.44,-224809.75,ACTIVO,HABIDO,0,0,0,0,0,1.0,6.0,PRIETO GOMEZ LUIS,CMP CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA - CMP CONTRATISTAS GENERALES S.A.C.(*),3,2,15,12,12,3,0.8,0.2,0.0,0.0,
