ETAPA,DIAS_PLAZO,TOTAL_CONTROL_PREVIO,TOTAL_CONTROL_SIMULTANEO,TOTAL_CONTROL_POSTERIOR,obra_ctx_sector,obra_ctx_nivel_gobierno,obra_ctx_objeto_proceso,obra_ctx_metodo_contratacion,obra_ctx_departamento,obra_monto_contractual_sum,obra_n_contratos_ganados,obra_n_participantes_mean,obra_n_participantes_max,obra_ratio_contractual_referencial,obra_sobre_referencial,obra_ratio_oferta_contrato,obra_n_convocatorias_comite,obra_n_procesos_comite,obra_ratio_repeticion_comite,obra_comite_no_estandar,obra_n_contratos,obra_n_procesos,obra_n_contratos_postor_unico,obra_n_contratos_total_part,obra_pct_postor_unico,obra_ratio_participacion,obra_ratio_contrato_participacion,obra_rango_ofertas,obra_cv_ofertas,obra_n_contratos_montos_identicos,obra_n_contratos_con_montos,obra_pct_montos_identicos,obra_ratio_ganador_media,obra_n_postores_igual_ganador,obra_pct_postores_igual_ganador,obra_planificado_mean,obra_real_mean,obra_planificado_max,obra_real_max,obra_brecha_mean,obra_brecha_min,obra_brecha_std,obra_n_registros_ejec,obra_n_anhos,obra_n_meses,obra_desviacion_real_plan,obra_ratio_real_plan,obra_planificado_cero,obra_real_cero,obra_sin_ejecucion,obra_sobreavance,obra_n_alertas_total,obra_n_filas_con_alerta,obra_pct_filas_con_alerta,obra_tiene_ejecutora,obra_tiene_supervisora,obra_paralizada,obra_inactiva,obra_en_ejecucion,obra_finalizada,prob_Bajo Riesgo,prob_Med/Alt Riesgosa,prob_Extrem. Riesgosa,clase_predicha,clase_predicha_label,origen,y_real
ETAPA NO IDENTIFICADA,0.0,0.005048976796913164,0.0,0.01901217085632918,ADMINISTRACION Y PLANEAMIENTO,GOBIERNO NACIONAL,Obra,Adjudicación Simplificada,MULTIDEPARTAMENTAL,36174.08,1.0,9.714318404603851,12.055606479782563,0.8965378793221424,0.030298591465377143,0.8355189872957738,0.9531952963310991,1.0,0.9991923883741052,0.0,1.0,1.0,0.03348482938046179,1.0,0.0,1.0,0.09985609954512896,0.0,0.047986504491908555,0.0,1.0,0.0065442197436682255,1.0524163799961026,0.0,0.6291949677117596,0.01711943942260063,0.008232432812330694,0.0,0.007495580105581632,0.002573875380453451,0.013444873001404945,0.0,1.0455750033817224,0.0,0.22981929650469848,-0.014804925123988613,0.0,1.0,1.0,1.0,0.010761971850702379,0.13905465456976757,0.0,0.0,0.043044546185877997,0.002542381460232716,0.004961650234535553,0.0,0.0,0.9631816395009826,0.3567,0.4133,0.23,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.014509611450815084,0.9978944916490026,0.009774619728851127,SANEAMIENTO,GOBIERNO LOCAL,Obra,Adjudicación Simplificada,AREQUIPA,106420235.23238853,1.0,74.25367105232056,93.88749482837203,0.926134414411728,0.04711876704522425,0.7174173179938718,0.9244501290553343,0.9704555670528449,1.0,0.0,1.0,1.0,0.0,1.0,0.002924808362370793,2.0854085266910123,0.05077244043715845,10618283.739957457,0.03486946493283059,0.011814987539815974,1.0,0.0,0.8853406124758185,0.0,0.07710067607279593,0.02683328491769053,0.0,0.008659109862847592,0.004208639178616474,-0.01125379035652909,0.018813106000664843,0.0008560383999831948,1.084912859739914,0.01361194604903699,0.10309306361715838,0.011172721549170019,0.08146843267427928,0.9992357174615785,0.9143903066747431,0.9785227053005382,0.0113136345791209,0.0654143761374726,0.0,0.016586017487118656,0.03065079458241605,1.0,0.0011180553044788817,0.0,0.04571956514563287,0.0,0.11,0.5833,0.3067,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
ESTUDIO DEFINITIVO,18.639000147188675,0.0,0.0044734600357503795,0.01126332274100187,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,36174.08,1.0,144.71798432711483,152.5586593622917,0.9033766283597215,0.018442899012255147,1.0764408748191612,0.9728608905088779,1.0,0.9701508959503113,0.06378284554163266,1.0,1.0,0.0,1.0,0.0,1.0,0.09836716949419166,0.0,0.0352022510599446,1.0,1.0,1.0,0.9530118051609702,27.104507209489686,0.8698677480195076,0.026993844257842903,0.0,0.0,0.0487319462492816,-0.007833079329471863,0.004430097520975216,0.0009111250178676315,1.3639078398822464,0.0019921661341165174,0.0,0.0065902110423260735,0.019168190948696536,0.9792285354424604,1.0,0.976908303833614,0.0,0.23696045362503806,0.039672047729026536,0.013335215399969041,0.0,0.0,0.0073292305932512875,0.014969092609197517,0.0,0.0,0.0367,0.27,0.6933,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,29.49645096673895,0.0,0.0,0.018449058111138943,ORDEN PÚBLICO Y SEGURIDAD,GOBIERNO NACIONAL,Obra,Convenio,LIMA,401831610.5555919,1.0,1.0,1.0,1.0279167197518044,0.042453235988545904,0.7661021178221075,0.0,0.07557729788810288,0.04617265083763939,0.017247155204390612,1.0,1.0,1.0,1.0,0.9347815651590123,1.147686664977089,1.0,11422920.24053298,0.0,1.0,1.0,1.0,0.910921983872365,0.0,0.0,0.0,0.017428330847675713,0.0,0.0,-0.01656682859324925,0.009246323558494427,0.0018628336451664718,1.0,0.0,0.0,-0.008106701537550968,0.0,0.9796171762480936,0.9396472699936912,0.9698061386408321,0.006832072789579288,0.9612310668473908,1.2073087745508753,1.0,0.025519843935580724,0.07443132735098568,0.0,0.027926718172765177,0.9801716556614715,0.0,0.88,0.0567,0.0633,0,Bajo Riesgo,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.001964578556381661,0.0,0.0,TRABAJO,GOBIERNO NACIONAL,Obra,Procedimiento de Contratación para Proceso Abierto,MULTIDEPARTAMENTAL,36174.08,1.0,109.86151905522874,129.08178444567247,0.9860325246323995,0.004256603929638412,0.46269687878235016,0.9416728037134321,0.9640910068754442,1.0,1.0,1.0,1.0,0.02329152945660926,1.0,0.0,2.0988183521369645,0.12574565768162985,0.0,0.0,0.004087217463602041,1.0,0.0,0.9737763959965712,23.50908410839827,0.7526685018258632,0.99503068109995,0.8711190354404755,0.9798127635293952,0.8956278482345823,-0.1082218111602983,-0.09170409550347891,0.006577677420257136,1.384319059724393,1.0,0.4858390766878694,-0.10165234564983028,0.9607871800688166,0.04622187487437568,0.003719865569342511,0.012292168992505214,0.0,1.0910584915103738,0.7948633452902408,0.9239317033981569,0.9852588310189212,0.967126044322458,0.002782787629761594,0.0336501043039155,0.9909555438762091,0.9415887434262431,0.1967,0.2533,0.55,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,97.59023187375885,0.0,0.0002641131473076744,0.0,TRANSPORTE,GOBIERNO REGIONAL,Consultoría de Obra,Adjudicación Simplificada,PIURA,36174.08,1.0,65.78671653531478,89.05219195718202,1.019547475650019,7.212703181047412e-05,1.001581865940303,1.0,1.0,0.9627471636658697,0.015691177953204478,1.0,1.0,0.009676692423149474,1.0,0.009575809231826935,1.9411543593212564,0.217857223728682,2079607.0641251158,0.006558763848213565,0.9708243056037476,1.0,0.9560770446150977,0.9277378296376809,17.38828969105256,1.0213315338765923,0.0,0.0,0.021311681607786456,0.0,0.003842481057489224,-0.0024539834203250763,0.0,1.5326133079510642,0.06452478178688117,0.21892093731888299,-0.006338548698622866,0.0,1.0,0.9935422452896897,1.0,0.0,0.0,0.0,0.0,0.02048017784759637,1.0,0.01796683301088803,0.014915718600009925,0.04176747929516895,0.011675549382491093,0.0167,0.2467,0.7367,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,0.0,0.0038105863937123053,1.0,0.0,TRABAJO,GOBIERNO NACIONAL,Obra,Regímen Especial,MULTIDEPARTAMENTAL,19461285.642545633,1.0,54.12256516328668,102.86030308779226,0.949822185460433,0.013339446677743788,0.5026476405581792,1.0,1.0,0.9814553657096792,1.0,1.0,1.0,0.09125894309352645,1.0,0.037714948388533565,1.9577636311605968,0.19947209043902053,0.0,0.010298425085631514,1.0,1.0,1.0,1.0495119331010643,10.261893349320896,0.8498509791924627,0.8922458037929045,0.44834240827485716,0.8952524521365157,0.45994529547798846,-0.39964576868454416,-0.42882807628964476,0.025075317739060493,1.6356555569662374,1.0,2.1657089184716916,-0.4134580252925624,0.565336535923725,0.009727812699340647,0.09707388075958233,0.0,0.0,0.0,0.027691287100595943,0.0,0.9990100339788948,1.0,0.0150991950392897,0.0,0.997206467013451,0.9471145091044821,0.0567,0.7233,0.22,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
ESTUDIO DEFINITIVO,0.0,0.014599425337397727,1.0,0.0,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,PUNO,36174.08,1.0,94.04685005174612,109.55275975578148,0.9042034668784706,0.0,0.38095380454311034,1.0,0.9824671267971548,1.0,0.010906510449686326,1.0,1.0,0.026440299218063224,1.0,0.00038898100337626454,2.0472586881530357,0.05068207757635351,5023502.601762627,0.0044318683921860625,0.9904487645659407,1.0,1.0,0.9950438456186808,61.552012040306536,1.8380096380813542,0.0,0.0,0.028325998678349677,0.02766091355738136,0.003099827268714841,0.006833642521107029,0.0008577258884338899,1.0099574083979928,0.0,0.0,-0.006142274474478675,0.003019807301216885,0.9520329054267904,0.9778414492828931,0.9788512393725981,0.0025054561148378516,0.4519010832900734,0.2990762798859742,0.0,0.0,0.0,0.0,0.005689063780222395,0.02991954859082324,0.027916455933372084,0.0133,0.3133,0.6733,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.0,0.9836650742372767,0.9959155155174132,JUSTICIA,GOBIERNO REGIONAL,Consultoría de Obra,Adjudicación Simplificada,PIURA,36174.08,1.0,19.920845315038328,58.446592227050616,0.9040421995606737,0.0,0.35207907808820804,0.9948729891354696,0.9638482790603115,1.0,0.0,1.0,1.0,0.0,1.0,0.11512241915382372,2.0497724430281163,0.18107138354420352,7263571.411800783,0.0,0.06410595139575571,1.0,0.04155561415247309,1.0214220647645442,11.402914570816577,1.0510108784831929,0.0006599630467992476,0.0027436392833247334,0.0,0.0,0.012222071068065353,-0.006023116431982282,0.005037235795962594,1.2853227809797951,0.0,0.1563414109345709,-0.0035940825292999005,0.0,1.0,1.0,0.9220646598108306,0.0,0.0,0.07348838000093404,0.09793452896402398,0.0,0.011196832367633603,0.0026938841013766845,0.038650980277253694,0.0,0.04222030348783611,0.0733,0.2067,0.72,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,0.0,0.013109267017972936,0.9893839339366114,0.020707986073336536,OTROS,GOBIERNO REGIONAL,Consultoría de Obra,Adjudicación Simplificada,MULTIDEPARTAMENTAL,36174.08,1.0,99.5938534310608,170.80118959927435,0.9123400114358775,0.0,0.7843261492582253,0.9255179215009355,0.9909634972243766,1.0,0.02976840749596618,1.0,1.0,0.02161875456916505,1.0,0.0,1.940608247406144,0.12407357861234677,0.0,0.0025144843680602698,0.9577154424811293,1.0,0.9205343437695326,1.0755856417870968,29.509272158227464,1.491407906049229,0.13120530559395743,0.06501593761819324,0.15329177762946303,0.10622053977674333,0.01531705096184749,-0.046145488637057974,0.02744302136128593,7.1911178236266,0.9699365773985549,7.477819776793898,0.013371949521923384,1.0472125684821503,0.0,0.04149455296204444,0.0,0.0004165778324982684,6.864775358317762,6.861650439718445,0.9760291260938362,0.8815598133628056,0.896466324987617,0.9836997716110742,0.0,0.0,0.957341086551189,0.0267,0.22,0.7533,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,6.705687592607641,0.00011148864528378338,0.03296128692837025,0.003677693576526143,ENERGIA Y RECURSOS MINERALES,GOBIERNO NACIONAL,Consultoría de Obra,Convenio,MULTIDEPARTAMENTAL,36174.08,1.0,72.99789661113628,62.78684992225158,1.2569584204640747,0.9719775858951744,1.1360195979020733,1.0,0.9208692302827717,0.9578466260628312,0.024037590863988538,1.0,1.0,0.9880882322686747,1.0,1.0,1.0,0.9429244482203222,0.0,0.0,0.9778542404710084,1.0,1.0,0.9553891755491559,0.0,0.006280878676747808,0.0,0.0,0.020114323665541476,0.0,-0.011921818172107471,-0.006149536443704847,0.0011490147112760956,1.3487663836074524,0.039078812339791665,0.0,-0.0207079963448288,0.04950682541420885,0.9624745845394893,0.991984938651285,1.0,0.0,0.0,0.0,0.03926581536289794,1.0,0.9063617154051187,0.0022800132911288923,0.0,1.0,1.0,0.1233,0.1133,0.7633,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,191.06869981596438,0.0,0.0,0.0,TRABAJO,GOBIERNO REGIONAL,Obra,Licitación Pública,MULTIDEPARTAMENTAL,30634255.940001618,1.0,111.12554069188381,116.46138824576465,0.8862106442918448,0.01331327884405558,0.7672976014420119,1.0,0.9831949170942564,0.9721228313737087,0.051970903358182045,1.0,1.0,0.05274565499978717,1.0,0.05376345225222161,2.198043079570063,0.16123636992130447,8540960.74610586,0.09831206132234965,0.0,1.0,0.01979080689017388,0.9054824595956815,12.946327042206022,0.20754967951400236,0.004547854916405379,0.012957327491391455,0.027634081533270325,0.02910260267475924,-0.006007470714589568,0.000860456863070739,0.0,1.0773896820054822,0.0,0.0,0.012803501717855138,0.03019477093289044,0.9752587104455386,1.0,1.0,0.01608718052514796,0.11361462126659579,0.16769612741119225,0.029884388583089,1.0,0.9987911783430667,0.0,0.047802916670139334,0.0,1.0,0.0633,0.1267,0.81,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,0.0,0.0,0.029207529394719607,0.0,SALUD,GOBIERNO REGIONAL,Consultoría de Obra,Adjudicación Simplificada - Ley N° 31125,CAJAMARCA,57267170.2286349,1.0,168.43208338742105,160.36357529233464,0.9164219699832319,0.00028703435071637855,1.0537092182379388,1.0,0.9893592462743996,0.9724226107812742,0.0641887449160092,1.0,1.0,0.011699406831118656,1.0,0.0443729594004251,1.0895843323870447,0.16114518297755603,390283.8949799212,0.05806874276530968,0.08982468299037695,1.0,0.0,1.0549761358321796,0.0,0.705930288538907,0.010956327987481978,0.0022356207662067996,0.0,0.0,-0.00012800217544418248,0.02690582981415506,0.0029621953747108088,1.0,0.09883404829159716,0.0,0.0020446658331800907,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07,0.2733,0.6567,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EJECUCIÓN,8.089905455848465,0.006771893782238837,0.9956381988108615,0.025796684644161013,SALUD,GOBIERNO REGIONAL,Obra,Procedimiento Especial de Contratación,TUMBES,167289082.71038938,1.0,102.07017235034743,112.82633288906679,1.0207597450029033,0.0,1.2012023389279916,1.0,0.9565181193398616,1.0,0.012023778980548286,1.0,1.0,1.0,1.0,1.0,1.014696391983428,1.0,2844704.700397437,0.0072707966052566715,0.9907086914368103,1.0,1.0,1.0097579046854734,10.157448250329288,0.0023957064353134325,0.01468626653048105,0.0,0.010227086571915824,0.02717140976825189,-0.008187653406271618,-0.026139242753937624,0.0021782132873028144,1.2714522854333088,0.0,0.22827134291237028,-0.004523436014246269,0.0,1.0,0.9694119264138918,1.0,0.018436999865323784,0.4282200952175239,0.0,0.0,0.9943183985230761,1.0,0.005198922265075032,0.0,0.03609049452964442,0.0,0.13,0.12,0.75,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,23.750150253603774,0.0,0.0,0.0,TRANSPORTE,GOBIERNO REGIONAL,Consultoría de Obra,Concurso Público,AYACUCHO,33131476.73089774,1.0,132.45349316829189,123.31781012076746,0.8891092511794679,0.0,0.891668185733084,0.9666195967707838,1.0,0.9929580875483497,0.0,1.0,1.0,0.0,1.0,0.04456353166097557,1.0164693152048598,0.20635532350068342,0.0,0.06350809007218841,0.0,1.0,0.02146255411927286,0.999867113964022,0.0,0.48632589502903445,0.0,0.0037090690384808237,0.0,0.020875122548229805,-0.0028215810122769955,0.0030320467128805194,0.00016822927042640343,1.1322224696358567,0.0,0.0,0.00024076908772424876,0.010490544374171639,0.9565128133085016,0.9658540011280966,0.9310833647467537,0.005993675816024312,0.15089891263861396,0.17258313256618188,0.002552350434961255,0.9521710701717128,1.0,0.0,1.0,0.9611381595167936,0.0,0.06,0.41,0.53,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,1.9896300547628225,0.008728490202182335,0.0,0.0,PESCA,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,36174.08,1.0,16.629305953569386,16.54032119874463,0.8657640726141929,0.012725676480412822,1.0260870684651218,0.8836552351814011,0.9911464549747875,0.9801899970354384,0.06449006531950549,1.0,1.0,1.0,1.0,1.0,1.0582144871288566,1.0,11365320.364760866,0.04082676580974059,0.8976402851954597,1.0,1.0,1.0532704028759685,8.69514574670099,0.012761422481014452,0.014950772941733173,0.025377773176320218,0.029262481086418924,0.0,0.0034933993546571707,-0.00927431602411974,0.001690456885007039,1.3050998853289069,0.007483975873860575,0.0,-0.010540499964464808,0.0,0.9617004650355859,0.9831451311885172,0.9144532183257643,0.0,0.0,0.05246332444706765,0.016746966778290955,0.06169219457781217,0.0,0.0,0.008844469880239889,0.0,0.07758347544333224,0.4833,0.2733,0.2433,0,Bajo Riesgo,sintetico_bootstrap_v1,
EXPEDIENTE TÉCNICO,0.0,0.0,1.0,0.0,OTROS,GOBIERNO REGIONAL,Consultoría de Obra,Adjudicación Simplificada,MULTIDEPARTAMENTAL,506263.6401089863,1.0,57.74374245577295,112.68011311648189,1.008314717579254,0.019664600060772176,0.546198074176915,0.9573663399836356,0.9742691815799904,0.9852659815087996,0.9629564421099711,1.0,1.0,0.0,1.0,0.06923953107853738,2.0694341489907786,0.1506674465167208,0.0,0.03502844989623715,0.0,1.0,0.0,1.045950137195174,0.0,0.47418302235621484,0.9845005970525673,0.14979580022267605,1.0,0.17793401056930735,-0.81,-0.8099976228060568,0.0,5.680825017669082,0.9670700096809429,6.054729175557948,-0.81,0.20855984154169077,0.028547130439803486,0.0,0.0,0.019736134075939563,5.742896894845218,5.796716182805908,1.0,0.0,0.05992430861071275,1.0,0.009910845165754124,0.00530901525042656,0.06510107818079845,0.05,0.24,0.71,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,0.0,0.0007196347566803106,0.0,0.0,OTROS,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,36174.08,1.0,144.657565350935,296.5889965954827,0.893821889359526,0.0,0.7218080459214851,1.0,0.9868336265543258,0.9678651297333403,0.012296220568951459,1.0,1.0,0.0,1.0,0.05342853459054112,1.8045172423704487,0.06046351503239553,16417741.19353423,0.00831193112561548,1.0,1.0,1.0,1.0211621426559272,23.179801964811315,1.7952468276885107,0.0,0.04260672498984503,0.0,0.023831128434430332,3.5868237070764234e-06,-0.016930498009933907,0.002774731976523716,1.0,0.0,0.0,-0.010213518729122526,0.0,0.9831714513187071,0.9794208440946005,0.9128272731606911,0.029790779608042082,0.0,0.0,0.07424089192253469,0.9847275429505973,0.9437469814654846,0.0,0.019002427831333307,0.8971159746805397,0.07891356587257298,0.0467,0.65,0.3033,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,7.1186961411865575,0.0,0.08139215490800723,0.022051696741836355,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Convenio,CALLAO,14231009.51485051,1.0,52.695122194960454,79.38492406952334,0.24631051843516907,0.0,0.38449041579239684,1.0,1.0,0.9927218437540221,0.9906591969033737,1.0,1.0,0.0,1.0,0.0,2.9671249436442033,0.08570512934632665,7575336.979595507,0.06476751302403448,1.0,1.0,0.9561743602028518,1.0720100231896426,16.609223861264518,1.9131623071477477,0.02760446935792139,0.0,0.0,0.038223226982593055,-0.010930855387843495,-0.00520711686382135,0.004807691053251395,1.0034240284835463,0.0,0.0,-0.02198012467339701,0.0,1.0,0.9919612086215677,0.9747750052691508,0.0,0.1469649584485919,0.0,0.038553199231598306,0.0,0.0407655061716533,0.0,0.0,0.04875252769199138,0.09162444826966482,0.5733,0.16,0.2667,0,Bajo Riesgo,sintetico_bootstrap_v1,
ETAPA NO IDENTIFICADA,0.0,0.015743979868399583,0.9745140623881241,0.0,TRANSPORTE,GOBIERNO NACIONAL,Obra,Licitación Pública,MULTIDEPARTAMENTAL,610871556.3005372,1.0,98.2702393667643,202.11635523248526,0.8963589069615618,0.024050355933484598,0.15265660509770523,0.950802798198786,1.0,1.0,0.0,1.0,1.0,0.018143981046195398,1.0,0.013389534932984688,3.957384569524279,0.013492587900714831,33676976.17073161,0.031168946482701118,0.0,1.0,0.012126273523361512,0.9778813170322417,65.65832964952303,0.8313833138231551,1.0,0.8582930393938376,1.0,0.9767031800984811,-0.10079395584154706,-0.23965212963180796,0.11581735467523782,3.277374850019992,0.9901871749193888,3.0661228203399453,-0.12235192700872954,0.871345024196674,0.0,0.006655007328821355,0.023970790164882683,0.0,0.0,0.0,0.027819402453112187,0.011530406240195936,0.0,0.0,0.0,1.0,0.06781788984055521,0.17,0.0733,0.7567,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EJECUCIÓN,1.9020472845790983,0.0,0.014449208819410695,0.021188691300338947,TRABAJO,GOBIERNO NACIONAL,Obra,Convenio,MULTIDEPARTAMENTAL,5377296729.0,1.0,18.92510006302254,72.56075759868551,0.9914860805412643,0.0,0.34361372289326975,0.0,0.0,0.0,0.02780768806632303,1.0,1.0,0.0,1.0,0.0,2.9848743307868832,0.060314431532000445,0.0,0.0,0.9708354888131476,1.0,1.0,1.026786074566368,33.596787891378334,2.147554177913428,0.1762577308199,0.06008408932187843,0.24987628696650505,0.060742396582920626,-0.14211874755610793,-0.17665399760651487,0.02073214435721068,7.3353209214835084,0.9127039859780173,6.853182033790677,-0.16596031055746532,0.31488708666090137,0.023729588603530673,0.018247029318792993,0.012196445775020959,0.00664736829882976,0.0,0.051849603084605365,0.0410045469232625,1.0,0.1283187406241027,0.0,0.0,1.0,0.011759901985500287,0.67,0.2,0.13,0,Bajo Riesgo,sintetico_bootstrap_v1,
EJECUCIÓN,0.0,0.0,1.0,0.0008003737090798237,OTROS,GOBIERNO NACIONAL,Obra,Licitación Pública,MULTIDEPARTAMENTAL,12063767.49771968,1.0,116.18124667730105,114.6518697031229,0.9949846143784264,0.013794778299363592,0.21102624955615573,0.985648854219677,1.0,1.0,0.008894223734572038,1.0,1.0,0.0,1.0,0.06336467114124232,2.072219771910341,0.1621862910445355,6575426.973033693,0.05346424858054425,0.09106302918192756,1.0,0.0,1.032551272824932,14.508590857847786,0.8131911304734916,0.0,0.017658986587202687,0.030239181949444378,0.0,-0.00884196651748627,0.012574808136191332,0.0,1.0,0.0,0.0,0.014191422985677304,0.0,0.943503659518703,0.9919253806601668,1.0,0.0,0.7116067131805037,1.1635183491308556,1.0,0.8980642733139363,0.9721065991540558,0.016995800300115306,0.0029598515344796314,0.0,1.0,0.0867,0.63,0.2833,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
EJECUCIÓN,21.379862027572557,0.0,0.9475338976874329,0.02215143913375018,TRANSPORTE,GOBIERNO NACIONAL,Obra,Licitación Pública,MULTIDEPARTAMENTAL,36174.08,1.0,125.57045231053607,140.17108482565212,0.9781322859198648,0.04074053027226827,0.11400446685180293,0.9495701308599386,0.997949127004246,1.0,0.018673370433698273,1.0,1.0,0.0,1.0,0.00933661090360785,1.8322778938367967,0.20010626427280326,3944673.477132634,0.032049222480745064,0.13202017775276295,1.0,0.0,1.0806016290847056,14.581169075939643,0.8180979641534014,0.0,0.0,0.0025443952632956592,0.013228484304875814,-0.014996285957812844,-0.03262659719533485,0.002738262598749235,1.0,0.0,0.0,-0.014891733222622114,0.025423176210180098,1.0,0.9683704548630193,1.0,0.0,0.6339321363944824,0.07233952289981552,0.0,1.0,0.9965021337267137,0.0,0.011725491829556454,1.0,0.0,0.1267,0.39,0.4833,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
SUPERVISIÓN,0.0,0.017135174882902213,0.9058330074359661,0.003977632310909301,SALUD Y SANEAMIENTO,GOBIERNO REGIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,39431434.689385675,1.0,68.19588090093376,56.292608865580405,0.927417999227798,0.04079912748123613,1.133385376715533,1.0,0.9538855007953554,0.9925863566933599,0.0,1.0,1.0,0.0,1.0,0.05616057759100795,1.0,0.23040668581786053,0.0,0.0,1.0,1.0,1.0,0.9638617375494858,0.0,0.8419876486713259,0.0,0.006620879732796328,0.0,0.0,0.0142659378024736,-0.0017672004740620772,0.0,1.5975645946986545,0.0,0.021981429280203305,-0.00047829338235360746,0.011795638825610459,0.9136663590554694,1.0,0.9833833584113375,0.020250762686837016,1.9431642847269983,0.7778747018344793,0.9331110124097894,0.0801129449139253,1.0,0.9895874142615373,0.0196196006775421,0.0,0.011770664016235608,0.0767,0.1833,0.74,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
ESTUDIO DEFINITIVO,19.297935006403748,1.0,0.06383886482703262,0.013221342183813501,TRANSPORTE,GOBIERNO NACIONAL,Consultoría de Obra,Concurso Público,MULTIDEPARTAMENTAL,17100729.00091583,1.0,102.28820036758204,108.7976234484342,0.9005609436072844,0.018591842163362626,0.939873851772463,0.9833494158545005,0.9883241183101724,0.9785962097537318,0.0,1.0,1.0,0.008057569718212747,1.0,0.0,1.0,0.04724578619813714,0.0,0.0,1.0,1.0,0.999308520527249,0.9132155067178037,17.512768466636558,0.95163110739612,0.022108626244341484,0.04504029295658004,0.0,0.0,0.020271869993000048,-0.0024526665742320773,0.0,1.0,0.0,0.1447884115857338,0.012949696463017597,0.0,1.0,1.0,0.9783692020184456,0.008861308113366951,0.6115498828672024,0.9517037613986256,0.9743104440506968,0.006332460379536516,0.0,0.012353634134301694,0.0,0.05932767523000708,1.0,0.0533,0.1033,0.8433,2,Extrem. Riesgosa,sintetico_bootstrap_v1,
EJECUCIÓN,0.0,0.0,0.0,0.011142769889241254,SALUD,GOBIERNO NACIONAL,Obra,Adjudicación Simplificada,APURIMAC,97856414.9110009,1.0,95.22892751969458,103.32320146103339,0.9759487290679117,0.01785955299067222,0.9580566465735992,0.9746203289311557,1.0,1.0,0.9720018510102357,1.0,1.0,1.0,1.0,0.9227082192878907,1.014461413362244,1.0,2181415.478086622,0.010372408985354367,1.0,1.0,1.0,1.0337743124758165,0.0,0.020857512234666396,0.023195707409297942,0.004369746245220515,0.0,0.0,0.002721696470052047,-0.0009024645356446563,0.0033013688864619055,1.1405185516603626,0.0013968155619179929,0.14035639889999363,0.009857643927431317,0.0,0.9986009188145931,0.9800184367747174,1.0,0.0,0.0,0.24332746800329483,0.0,0.966868019197018,0.952884800457141,0.023460291491931313,0.0,0.0,0.037730894784793356,0.06,0.63,0.31,1,Med/Alt Riesgosa,sintetico_bootstrap_v1,
